order_id,product_name,phone,order_date,order_time,payment_mode,amount
102997,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
102998,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
102999,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103000,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103001,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103002,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103003,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103004,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103005,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103006,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103007,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103008,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103009,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103010,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103011,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103012,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103013,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103014,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103015,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103016,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103017,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103018,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103019,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103020,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103021,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103022,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103023,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103024,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103025,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103026,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103027,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103028,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103029,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103030,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103031,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103032,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103033,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103034,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103035,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103036,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103037,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103038,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103039,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103040,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103041,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103042,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103043,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103044,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103045,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103046,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103047,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103048,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103049,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103050,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103051,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103052,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103053,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103054,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103055,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103056,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103057,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103058,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103059,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103060,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103061,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103062,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103063,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103064,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103065,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103066,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103067,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103068,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103069,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103070,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103071,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103072,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103073,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103074,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103075,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103076,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103077,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103078,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103079,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103080,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103081,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103082,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103083,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103084,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103085,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103086,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103087,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103088,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103089,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103090,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103091,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103092,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103093,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103094,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103095,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103096,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103097,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103098,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103099,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103100,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103101,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103102,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103103,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103104,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103105,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103106,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103107,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103108,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103109,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103110,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103111,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103112,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103113,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103114,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103115,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103116,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103117,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103118,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103119,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103120,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103121,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103122,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103123,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103124,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103125,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103126,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103127,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103128,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103129,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103130,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103131,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103132,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103133,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103134,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103135,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103136,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103137,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103138,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103139,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103140,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103141,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103142,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103143,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103144,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103145,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103146,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103147,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103148,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103149,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103150,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103151,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103152,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103153,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103154,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103155,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103156,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103157,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103158,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103159,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103160,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103161,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103162,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103163,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103164,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103165,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103166,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103167,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103168,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103169,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103170,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103171,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103172,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103173,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103174,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103175,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103176,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103177,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103178,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103179,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103180,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103181,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103182,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103183,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103184,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103185,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103186,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103187,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103188,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103189,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103190,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103191,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103192,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103193,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103194,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103195,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103196,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103197,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103198,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103199,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103200,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103201,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103202,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103203,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103204,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103205,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103206,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103207,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103208,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103209,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103210,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103211,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103212,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103213,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103214,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103215,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103216,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103217,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103218,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103219,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103220,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103221,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103222,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103223,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103224,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103225,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103226,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103227,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103228,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103229,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103230,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103231,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103232,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103233,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103234,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103235,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103236,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103237,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103238,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103239,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103240,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103241,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103242,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103243,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103244,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103245,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103246,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103247,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103248,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103249,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103250,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103251,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103252,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103253,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103254,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103255,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103256,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103257,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103258,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103259,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103260,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103261,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103262,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103263,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103264,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103265,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103266,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103267,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103268,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103269,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103270,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103271,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103272,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103273,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103274,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103275,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103276,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103277,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103278,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103279,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103280,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103281,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103282,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103283,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103284,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103285,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103286,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103287,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103288,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103289,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103290,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103291,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103292,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103293,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103294,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103295,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103296,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103297,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103298,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103299,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103300,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103301,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103302,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103303,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103304,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103305,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103306,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103307,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103308,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103309,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103310,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103311,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103312,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103313,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103314,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103315,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103316,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103317,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103318,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103319,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103320,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103321,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103322,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103323,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103324,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103325,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103326,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103327,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103328,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103329,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103330,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103331,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103332,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103333,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103334,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103335,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103336,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103337,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103338,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103339,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103340,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103341,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103342,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103343,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103344,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103345,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103346,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103347,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103348,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103349,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103350,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103351,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103352,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103353,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103354,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103355,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103356,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103357,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103358,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103359,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103360,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103361,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103362,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103363,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103364,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103365,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103366,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103367,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103368,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103369,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103370,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103371,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103372,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103373,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103374,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103375,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103376,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103377,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103378,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103379,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103380,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103381,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103382,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103383,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103384,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103385,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103386,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103387,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103388,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103389,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103390,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103391,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103392,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
103393,Monitor,9760184241,2025-04-13,17:33,Debit Card,35576
103394,Keyboard,7711972592,2025-04-14,15:41,Bank Transfer,28939
103395,Laptop,7478489940,2025-04-15,09:03,Debit Card,29267
103396,USB Cable,8139428034,2025-04-16,13:13,Credit Card,26719
103397,Laptop,8481941286,2025-04-17,10:04,Net Banking,32923
103398,Keyboard,9619903543,2025-04-18,18:29,PayPal,19726
103399,USB Cable,6226030289,2025-04-19,09:30,Cash on Delivery,278
103400,Headphones,6613539934,2025-04-20,13:23,Wallet,40643
103401,USB Cable,6478252222,2025-04-01,17:22,Cash on Delivery,20408
103402,Laptop,8447705864,2025-04-02,14:31,Net Banking,22362
103403,Mouse,7903259674,2025-04-03,12:32,Cash on Delivery,43516
103404,Headphones,9301563627,2025-04-04,15:01,PayPal,26631
103405,Mouse,7397784761,2025-04-05,15:02,Wallet,46799
103406,Headphones,9091202252,2025-04-06,11:30,Net Banking,8762
103407,Keyboard,9128148965,2025-04-07,13:04,Wallet,3790
103408,Mouse,6852719713,2025-04-08,12:08,Credit Card,43633
103409,USB Cable,6529991668,2025-04-09,17:41,Wallet,9060
103410,Mouse,9221942012,2025-04-10,18:08,Credit Card,32189
103411,Monitor,6696748013,2025-04-11,16:32,Credit Card,30146
103412,Mouse,8279369630,2025-04-12,09:47,Credit Card,13725
